,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,positiveIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease,deathIncrease
2021-01-11,817.2967454536474,428.7403469955467,1208.1995847816115,942.4071278320262,1002.9898126171526,448.47391114002403,644.2679088668037,758.3973118743351,369.51623634707846,677.2561081006146,862.8607095014622,129.95525019210777,537.6733039129203,513.8736007803681,753.6466484103213,342.487307277312,770.8452592869446,754.4675462403551,732.8321526584559,387.48139642938975,478.5353225065548,830.1773680765899,341.9208150987128,347.2111047569872,773.2907765802626,481.4720433380237,444.70012882536344,518.8741391238485,739.1091323203851,558.7847081370338,631.4884054495569,627.7506245314778,762.2695476091571,738.3072610238984,306.59297687439755,671.645256814346,950.5827996789898,270.2532525989987,626.8557174982731,219.405580407605,1011.728498864612,826.89164156886,471.69102929571085,937.1976338991677,704.0753724394756,911.0938357360177,224.1339877099482,562.4480145010181,327.1408878815313,830.8470231515606,512.8562090306955,455.53133021319263,9.25054691127152,2.3433769819843127,16.46679529608623,12.875966383881408,10.269878115582468,7.218846040420774,10.257639447098807,6.455069488823047,5.060479818502856,6.022847884632485,5.2407120958501086,1.2107632005475877,7.194558036301342,10.670469991194299,11.98925431782384,8.91988359778298,17.33421114236227,5.739645032852033,8.942411423571052,5.9514421832270505,6.628109422170636,10.860661628604712,10.28494607605633,6.978672164627559,13.24818462670096,7.390252538545927,8.688160016125227,7.42198277568272,12.221087874398943,8.089954409429652,10.301513478094929,13.08097676471063,8.121906318334212,6.926227625833006,8.342028413886084,6.911200544585494,7.076119587431902,3.0144804463354906,15.438449224011764,4.1599834817344075,13.822348701582502,9.059127607953588,11.223049139353614,13.356561966979564,8.405134705659943,3.9435504591317607,3.0907138243966297,4.451984700637419,4.821379067872091,13.19247647813329,6.317927225231627,10.36700941151671
2021-01-12,816.437245819372,411.6532231685777,1264.7244601722296,954.0286342557132,1012.4660845907283,445.63350608288243,702.8085777426294,752.3823607597499,393.50291068678206,686.4949106536291,861.1317454338968,131.92274039299758,528.7600459012803,519.4991311824875,744.7661122474732,341.12894936902006,770.8452592869446,755.2189760914526,744.4941634324946,394.1236310088843,487.8335793964805,844.0848183681811,331.2281903534387,351.5553598431346,766.2106779120072,477.42195218304107,444.4996328249913,510.3443977249296,758.7278046956063,549.0137242399304,632.9359249078373,616.5432251679628,776.1340676173082,760.7000205457656,294.0330689254005,674.4256248495241,968.9229463647825,272.01452207326207,619.7697650174293,193.17084586957031,984.690636282492,815.1133883695452,450.94049959201396,923.401780152538,688.0632459486228,897.9486675389116,234.09295447744847,566.1217387182731,356.5756884943379,814.2667505989822,517.6161231343651,512.0562148617003,12.178672783973216,2.2457362744016334,18.07618410929132,12.260570931710609,10.823052328461934,6.8839511210198125,10.518087323685302,6.821834800687994,5.060479818502856,6.20908724495243,5.940370706849352,1.2107632005475877,6.674951067012912,10.715564423275413,11.172287430680093,9.282112373327465,17.33421114236227,5.5957542103014255,8.819491678917156,6.163993689770874,6.663553857583313,10.933204215818675,9.512502281748903,6.687366429987935,13.560188974793551,8.40277532729159,8.554496015877143,6.831178176623397,12.221087874398943,7.512100523041817,10.148719757498673,13.319432070317335,8.265104485791278,7.246318774716144,7.498452506863896,6.599554896686412,7.2024788657789,3.0483510131482494,15.215269618315894,4.137617979144436,14.159479157718662,9.183985415720175,11.223049139353614,13.607585841065323,8.515987889058152,4.166349920099657,3.20518470678169,4.661194507998199,4.727577918691701,13.949748541832784,5.90082135016779,14.439763108898276
2021-01-13,789.2100455403697,413.703678027814,1268.2768915769866,937.0579212093106,1017.5820421804304,445.4722603809486,739.531728341325,775.8553407191065,388.8472692537594,686.5813789280634,858.0572840374866,131.92274039299758,509.5745578044767,510.9762835191564,733.1694264338613,349.9356364744455,725.9283217865094,767.7374776533555,685.3697662539698,406.5578941416979,486.5103204744072,834.5402865361725,319.3983566887675,345.09597181416905,740.2663163513848,469.26357890820526,424.58369678802734,512.8553172709318,727.9547807689889,571.7076223235254,654.2466280436307,610.888427920718,780.3749364227675,737.1835367778192,274.9120150328976,665.4001224584075,980.8007185294003,280.3297462257943,614.0563671116149,195.72051316482685,980.1056620790404,858.7858749083473,442.0589499133887,885.8004956801094,702.5332814882026,955.2972487920483,239.47308594954623,570.7243544802105,353.6115721802376,803.7845109804051,512.7212630122925,512.92013231266,14.363841345690899,2.2457362744016334,19.185092254975313,12.994311663145027,11.106870470364141,6.635880810352431,11.459706569805698,5.35477355322821,5.161689414872912,6.325486845152395,6.4382047185218925,1.3621086006160363,6.515071999539548,10.18006804231215,10.64178945201532,9.282112373327465,15.054039096761574,5.883535855402641,8.819491678917156,6.323407319678741,6.569035363149508,10.580854506493713,9.426675193492521,6.484718962412542,13.632189978199534,7.913971222379891,7.9530080147607825,6.941954038947021,12.290657634594758,7.564632694531623,9.722505694782804,12.638131197155323,8.334867695578055,6.919417175856769,7.0297992251849015,6.269577151852093,7.13027356386633,3.691891782590657,15.382654322587795,3.913962953244738,14.159479157718662,9.183985415720175,11.303790500068388,13.99458098028086,8.710596811023903,4.300029596680395,2.7473011772414484,4.7532468232369425,3.9396482655764173,14.069317815048496,5.974428269296704,14.439763108898276
2021-01-14,777.2935929838026,397.7882426918371,1264.2828595832402,931.9217360892696,1033.296889999258,435.11532491058557,717.9546234887362,778.2026387150422,388.34122127190903,675.1210068626611,840.074712237477,131.26691032603432,499.62208585425986,503.32714047739694,710.962781046954,345.9284806449845,725.9283217865094,832.696190100369,704.837180813531,412.19050906510915,486.2149501793016,821.0162756341409,342.96504467249883,337.3193752459634,720.8740461007064,458.39350667040696,438.0837608130835,513.3353460076675,729.1142767722525,564.7208435153815,665.3442772237798,602.2359068315604,768.8419763206483,758.5547288032509,270.2254822161076,653.3131598791059,967.0095058640995,285.3425901140825,603.9184335228802,190.66590957949367,933.5142330410233,883.3412437691098,431.80479710261244,875.2365743123336,713.2219917718658,912.2969528252441,247.37157683411544,571.1846160564043,364.62382709401544,792.5449992981285,499.5701601279269,529.7048142170205,16.28678968000246,2.1480955668189536,19.538372726166678,13.065318830703198,11.331032569700918,6.2265647977512515,11.17922424117409,5.061361303736254,5.667737396723197,6.621474399946592,7.003313596636667,1.5134540006844848,6.435132465802867,9.841859801703773,9.962752039324414,8.150147449750946,15.054039096761574,6.69891718318942,9.096061104388426,6.057717936498962,6.545405739541056,10.46685901230034,10.678320230564745,6.2567405613902265,13.6561903126682,7.937247608328068,7.752512014388663,7.08965518871185,12.360227394790577,7.249439665592805,9.73858924431925,12.229350673258116,8.588218299540562,7.3348546244072255,7.779644475871293,6.281798549808919,7.094170912910045,4.064468017530999,15.421710753584572,3.936328455834708,12.608679059492333,8.851031261675939,10.173411450061549,13.858609715151076,8.90027892483862,4.255469704486815,2.9762429420115697,4.970825022892156,3.9208880357403393,14.507738483506097,5.962160449441885,10.36700941151671
2021-01-15,754.3347552953555,427.08045496664107,1255.3134609535487,903.9922501830564,1025.1005113025406,425.4033722479576,755.5793244294617,782.1637040831835,393.50291068678206,729.7124193564448,831.1204275140158,124.30502192288569,490.8687069100931,500.17616703572884,693.7534266190687,333.2957520978706,696.0409054038508,895.4485766016063,761.7643875563671,455.92298153650086,478.7361743072267,878.2731033994472,364.42896899394873,357.92608960503605,715.2819681695083,429.32130062113504,473.1705608782046,492.3248574536204,718.9802817037281,602.6490713310192,668.9711176442489,601.6908661330309,781.4911477793559,819.2630798914273,290.9399572663192,696.998546875783,1030.875095405768,276.6717250100163,594.6174234555049,199.05297305073236,946.5948947391063,949.7517244111831,466.1198754063914,933.3590604912729,740.0558523664595,968.9548557493803,265.8013888981102,567.9460482384592,347.2987548403973,750.4566151261985,507.18847625776925,555.3755041883953,16.869501296460506,2.2457362744016334,19.872026504514068,13.065318830703198,11.425036030713116,5.829652300683443,12.000636775023802,5.281420490855221,5.465318203983084,7.246706538163547,7.938434240183733,1.463005533995002,6.195313864592822,9.582566817237351,9.283714626633508,8.127508151279415,15.27470090762616,7.002686697462926,9.096061104388426,6.907923962674256,6.521776115932605,11.25446424490908,10.957258267397984,6.674700963264473,14.280199008853387,8.018714959146685,8.354000015505024,6.166523002681663,12.80083587603077,7.8272935519806355,9.328458731139827,12.672196240813426,8.657981509327335,8.070383221840817,9.935449571594662,6.691215381362611,7.870377908470176,4.403173685658583,15.30454146059424,3.8245009428848578,12.271548603356175,10.279959506115786,11.384531860783161,14.68489663401669,9.062863593822662,4.522829057648291,3.0907138243966297,4.8118255692979615,3.8927476909862215,14.82658987874799,6.3301950450864455,10.36700941151671
2021-01-16,746.2059282457656,366.64085697296235,1253.6648187546555,916.844547511085,1002.1076262907303,425.5770214654247,667.1873220064151,770.1338018540133,407.67225417859004,667.7046894784918,837.8479141582391,127.33192992425464,535.3150876676881,503.45115016562,678.6024043484028,343.2344041268724,696.0409054038508,805.0531643014799,761.7643875563671,423.7214282951116,482.7532103206634,845.0693249089419,312.2961651355519,344.6906768790182,734.2182320652822,427.6221244469182,475.30918488217384,487.19224249929255,723.966114517762,565.2986974017692,670.5794725978936,596.6151746279739,784.8838428237233,744.9883124505868,264.6016428359597,652.8304146598113,1003.8342098395104,269.59277654614993,582.9730275283227,192.14203275043167,963.1817131810053,967.0098480624761,439.9596745348046,802.38735418703,789.0628130447709,904.5212516374645,254.81218418914435,591.109758109445,367.86934685565694,749.181209545231,522.8912856719372,554.7584202948525,18.166034643079666,1.366969906157516,21.461788624875197,13.349347500935874,11.93663178968334,5.5939855055494325,9.917053762331854,6.30836336407707,5.56652780035314,7.216775212397843,8.95428472346148,1.5639024673739679,6.674951067012912,10.163157630281733,9.304934545780098,8.4897369268239,15.27470090762616,6.315208323054466,9.096061104388426,7.917543618757414,6.7817019756255705,11.20264811118482,9.748526774453952,6.459388028965619,15.3842143944118,8.263117011602533,7.819344014512702,6.2403735775640765,14.14585123981661,8.300083095388864,9.867257640610832,12.808456415445827,8.768133945832776,7.654945773290365,7.310991194192298,6.83176145786612,7.671813328210608,4.5386559529096155,16.45391642992797,3.9586939584246776,12.541252968265102,10.030243890582609,10.657859614350196,14.486169400365466,9.764933755344671,4.255469704486815,2.7473011772414484,4.9289830614199985,4.146010793773278,15.464292669231774,7.9618150857773315,10.36700941151671
2021-01-17,738.0625334057643,365.5668091895528,1153.0485778900713,891.8263554747566,996.4619953534018,418.38298245607064,667.1873220064151,792.9466042520129,413.64362036442344,669.3974722356855,841.574941759139,126.37340905715446,522.6846413372924,501.72065133450707,680.5228070311694,336.0577465113973,696.0409054038508,796.9792903694737,736.3200004130103,423.3494631586599,485.8959502605874,854.7382154618888,312.2961651355519,327.22499826736413,729.9461725298605,416.507650156664,468.62598486976975,467.0310355563932,694.6540555552567,547.0700338948077,678.9750854559196,587.3835477966287,793.9677470875383,747.1948982428875,264.6016428359597,643.291613554508,918.9388261158057,272.04839264007484,591.0298112939437,206.031009858803,954.0117647741016,922.768564843848,404.6756999024483,805.6192865658841,789.8190780959544,899.307744250816,259.1620777197767,632.1483539213357,367.86934685565694,707.9696667102164,514.2792761338544,553.8945028438927,18.166034643079666,1.366969906157516,21.638428860470878,13.302009389230431,12.390379264953747,5.519564412349218,9.917053762331854,6.30836336407707,5.667737396723197,7.333174812597807,8.961012210105704,1.6647994007529334,6.275253398329503,9.740397329521262,8.85931624370169,8.53501552376696,15.27470090762616,6.459099145605074,10.233068742436977,8.076957248665284,6.769887163821346,10.7984822681356,9.748526774453952,6.294736961560613,15.600217404629753,8.053629538068948,8.019840014884823,6.20344829012287,13.821192358902785,8.037422237939849,9.899424739683731,12.97878163373633,8.889301625988754,7.988657822125976,7.310991194192298,6.868425651736601,7.942583210382746,5.199132005758402,16.822162779326156,3.5337494092152495,12.473826877037867,10.654532929415549,11.54601458221271,14.287442166714243,10.15168819520065,4.277749650583605,2.632830294856388,5.0628773381309,4.146010793773278,15.942569762094614,7.912743806358057,10.36700941151671
2021-01-18,727.4134786149937,354.92397206304076,1155.423407724191,887.1635514717702,998.3890663041517,406.0414845003685,711.0026686290814,775.8553407191065,417.8944234119658,659.2274728810715,840.1890795104289,128.39134772473378,521.4855483312423,492.28464142153337,668.6502622686517,331.05446154918906,698.8849909661055,791.7992207576517,733.9845252645864,420.2143284371386,477.4601746323703,838.1052365364014,296.9402685950144,299.67760814383433,726.1301193493432,417.61327848920234,461.94278485736584,479.2163804119917,690.1784009826589,553.4789588165636,690.9975387344144,577.3343599174891,797.5513730218487,711.8690942161463,252.51038816864167,633.3311742196943,903.3785835536469,261.8194814626218,595.5994137205666,204.28650065678536,943.7629989075625,915.512938903634,404.99866534530736,789.6897298895257,773.5803184301543,875.2899623584768,268.66316095773664,661.22014875219,324.0173096138242,714.3466946150544,508.67288246020235,550.5622498187626,18.107763481433864,1.0740477834094768,21.59917547478295,12.852297328028687,12.578386186978141,5.482353865749111,10.057294926647659,5.7948919274661455,6.072575782203426,7.456225818523484,9.344478948826444,1.6647994007529334,6.355192932066186,9.61638764129819,8.76382660754203,7.516247092548094,15.397290802550927,6.682929314017131,10.263798678600454,8.183233001937195,6.722627916604443,10.715576454176787,9.262173274334458,6.282071494837151,15.36021405994314,8.076905924017124,7.886176014636743,6.092672427799248,13.403773797727869,7.9848900664500455,9.76271456862392,13.08097676471063,8.826881911969009,7.777533872862628,7.123529881520702,6.953975437434387,7.978685861339033,5.080585021913748,16.90027564131971,3.3100943833155494,12.001844238447246,10.599040570408176,12.434169550075227,13.199672045675968,10.136907770747557,4.344589488873974,2.174946765316147,5.079614122719761,4.164771023609355,15.464292669231774,8.059957644615883,10.36700941151671
2021-01-19,683.9577598176345,348.1867632398359,1160.1828807388522,821.4582524246107,984.5669420176276,384.05005145970534,706.234469042344,749.0081198905925,414.2508779426436,639.3231412468775,822.7043417220921,125.41488819005433,489.58967437030634,478.07425851197144,661.5628092736905,324.17211481384385,698.8849909661055,800.5285973257219,698.1995146022203,409.00223646695196,477.64921162123795,822.0525983086261,291.85501361582385,291.3943929066902,712.3539273643318,402.7745824472401,433.4723528045247,473.8622137330166,661.3069505013939,562.9872818562179,677.7849027902223,560.5402933940454,796.9859238477874,743.0269028574305,241.54390137735328,617.4983531666253,904.4797144078135,260.76949389142635,576.1995264954531,202.4972604495877,890.9683694766401,919.0228306108506,380.29180896658653,754.7346554230841,719.006064541177,830.373591027349,261.33702448509285,662.4670392040601,314.2713702139817,703.7847421476665,483.08221024305055,537.2332377182411,18.064060110199506,1.1716884909921563,19.12621217644342,13.01798071899775,12.177063718810688,4.924195666747504,9.816881502106282,5.428126615601198,6.072575782203426,7.665745098883422,10.158504832777489,1.765696334131899,5.915525496514436,8.968155180132133,8.519797537356235,7.5388863910196235,15.397290802550927,6.74688079070629,10.586463008316935,7.97068149539337,6.7108131048002155,10.5186751460246,8.060594038745123,6.130085894155606,14.376200346728032,5.097528522650577,5.881216010915536,5.90804599059321,12.916785476357134,7.669697037511228,9.087205488093106,12.97878163373633,8.89297337387227,7.784344322838865,6.7486072561775075,6.6545511874921335,8.411917672814454,5.029779171694612,16.297690705940862,3.15353586518576,11.799565964765552,10.557421301152647,12.434169550075227,12.582571688548487,10.284712015278506,4.344589488873974,1.602592353390845,5.079614122719761,3.9490283804944566,14.866446303153225,7.446566651874946,10.613842968933776
2021-01-20,662.4119977990982,331.7831243659457,1137.0135698365523,793.4104212391336,971.0286358730057,369.3394820371296,694.7947969245835,736.9048645990492,396.84282736699384,621.2412947815286,826.1959072904442,121.98439245516948,477.0391675736473,462.58995789611794,626.8788514285876,294.899501890155,652.031133125859,763.900389052006,630.8548594999662,418.3545027548801,466.08251086490094,797.8337374059073,274.43926695713316,277.437048577435,686.2175631279597,388.0871829139409,414.02424076842897,453.62715621523483,643.5202818113294,556.7884856204212,674.4877751352507,539.9650070245527,784.9279037983255,739.3696912201913,224.0162686425589,608.7233894336238,880.6700161021433,253.69054542755984,556.7271058984885,199.07533855332238,836.9600704036274,924.0587621907694,353.5664185699962,722.2584417132397,736.853427068289,794.5028778115177,264.77115095664465,655.169801123316,311.6261778070946,677.5193584646158,455.38147301086997,522.5466410519257,18.777881840360617,3.2221433502284307,20.451013943411024,12.781290160470517,12.601887052231191,4.614107778413279,9.937088214376972,5.7948919274661455,5.768946993093254,7.708979236100554,10.851435957132507,1.3116601339265537,6.634981300144571,8.737046215716408,8.339428224610215,7.561525689491155,13.435852483754635,6.9866988282906375,10.786207593379519,8.395784508481018,6.580850174953733,10.29068415763786,7.888939862232362,5.712125492281361,15.000209042913225,7.017830363375109,5.279728009799176,5.834195415710795,13.171874597075137,7.0393109796335915,9.175665010543572,12.535936066181021,8.995782314610677,7.654945773290365,6.373684630834311,6.361237636528292,8.159199116120458,4.369303118845823,16.481813880639955,3.28772888072558,11.32758332617493,10.349324954875,11.949721385786582,12.289710502115106,10.590174120642464,4.166349920099657,1.4881214710057848,5.313929106963836,3.742665852297596,14.149030663858968,7.360691912891215,10.613842968933776
2021-01-21,630.8727315583063,320.35916157877216,1131.9596964292314,788.2742361190927,940.8173697107784,350.85824389240975,661.8982266665047,702.2822191589984,390.87146118116044,598.8526631087809,815.1628291939173,111.79380218389393,458.9328631822889,441.29411234581045,588.1949388243523,296.4389741862191,652.031133125859,745.0986549053931,618.6550748430668,425.79380548391396,456.5834021743034,772.8790874043041,262.02294818937673,268.40657080360666,663.0572403657018,365.57891770205464,394.24196873171303,443.5834780312264,592.4560778275979,579.5874480469956,654.4637559623728,511.11191504614146,771.1588492351459,717.5013363464942,207.5196731274583,590.513506477952,860.9038147035772,252.6574931397707,534.2194426640601,197.48738786943446,822.2611825160909,920.8956977273493,344.6041275306562,664.6484626105588,731.3895968287949,738.6247730007692,249.2031109522764,643.738577249123,312.02952274857023,662.2144914930049,431.5819024925216,525.2618101835134,18.92355974447513,3.026861935063071,19.930906583045967,13.491361836052214,12.580193945843758,4.192388250278731,9.756778145970937,5.721538865093155,5.667737396723197,7.6856993160605604,11.16090034276679,1.463005533995002,5.875555729646096,8.353743543026916,8.169668871437485,8.602933419181554,13.435852483754635,7.322444080908723,10.970587210360364,8.023819372029328,6.639924233974863,10.332137064617266,7.581392795980327,5.560139891599817,14.568203022477318,7.017830363375109,4.143584007690492,5.871120703152002,13.241444357270957,7.091843151123395,8.958537091801523,12.39967589154862,8.922347356940387,7.668566673242838,6.9360685688491035,6.452898121204492,8.44802032377074,4.640267653347891,16.45391642992797,3.2206323729556705,11.192731143720467,9.877639903312332,10.41563553220587,12.467519079592515,10.708417516267223,4.188629866196447,1.4881214710057848,5.564980875796773,3.1423384975430944,13.19247647813329,7.520173571003859,7.528423501220467
2021-01-22,608.9336391986608,306.689462517197,1097.0339965133965,769.7650344422633,891.9970337858672,333.6297608165601,637.5162985276,713.7252968891846,384.39404701347684,579.7997114074781,782.0501399310496,104.78146531405584,440.7466192571938,428.69585538314846,560.5453841763446,281.9045445674966,596.5469466829086,713.2508195141919,596.5295208053653,418.03567549506437,440.7988136038579,743.3646176349661,252.2243556134399,257.41294568764164,660.057198557119,335.91316381110414,366.3061926798643,434.0567538713948,569.3357275225206,567.2949199183819,632.356917124525,486.27849821938605,757.6174430407442,699.848650008088,199.55256733891545,558.389561948433,819.6384846605432,252.13249935417295,507.21471037486,161.36710118663305,817.2716517652758,901.9173109468277,333.9462679163061,640.5397113702394,729.236581666794,713.1365146660419,244.9676883040292,634.6086612558985,300.86718599610373,626.4234223771025,409.41395201486426,485.7684409967831,18.865288582829326,3.026861935063071,20.244933668549397,13.799059562137616,13.070096598426554,4.018739032811565,9.917053762331854,5.134714366109242,5.8701565894633125,7.96173265367762,11.746191680814233,1.463005533995002,5.475858060962689,8.038082518459097,7.9574696799715765,8.014311658921763,11.03309054322917,7.690165071871386,9.987229253129184,6.057717936498962,6.805331599234023,10.383953198341526,7.424043134176962,5.2181722900663425,14.688204694820628,7.157488679064167,3.6757600068222103,2.1047413841488307,13.079114916814046,6.566521436225367,8.998745965642645,12.501871022522922,8.937034348474445,7.736671173005206,6.373684630834311,6.4467874222260795,8.736841531421021,4.6572029367542696,16.331167646795244,3.779769937704918,11.260157234947698,9.836020634056805,10.334894171491097,12.122361252724605,10.831587720043014,4.233189758390026,1.4881214710057848,5.7741906831575545,4.042829529674846,12.036640170381434,7.434298832020128,10.120175854099644
2021-01-23,586.9654112581924,299.8546129864094,1059.9591737311475,739.6343263417466,838.3716747961403,322.72707066272875,637.5162985276,692.4529088010179,366.3787388596067,569.9390024191096,762.2646017103882,98.9798916447653,421.28134279231193,419.87425710727985,530.0629703222667,279.278385944799,596.5469466829086,706.1841813400399,596.5295208053653,402.73196702390914,424.65978067928546,714.627389871492,244.55713572920314,245.64672710154545,627.7287480278326,312.07814460017175,354.7442566584054,429.84727110309717,542.7368892076524,562.3568957983402,630.1052201894223,464.1362198416207,746.0257349724887,669.8826701126454,202.64567899799675,543.0211540177235,817.2557096974283,236.95848542205724,483.44608236824985,166.4664357771462,789.5595282708836,883.785182641169,327.9714072234129,621.556030892504,715.3971775705462,694.3768000525451,242.44932889155783,627.1273185446771,278.04536640051464,596.8100990440118,390.9631509532169,476.8824329297687,19.78305937875075,3.4174247653937897,20.941681264510134,13.08898788655592,12.8857051941334,3.6218265357437565,9.917053762331854,4.914655178990274,5.768946993093254,8.018269602346175,12.035473606515847,1.463005533995002,5.755646429041074,8.088813754550353,7.713440609785783,8.150147449750946,11.03309054322917,8.153813277867792,9.987229253129184,5.9514421832270505,6.982553776297409,10.259594477403304,7.409738619467566,5.066186689384799,14.54420268800866,6.948001205530582,5.814384010791497,5.354166678975097,13.009545156618225,6.2513284072865485,8.685116749681907,13.046911721052531,8.768133945832776,7.906932422411132,6.373684630834311,6.605665595664824,8.899303460724306,4.911232187849958,15.951762317112266,3.466652901445339,11.260157234947698,10.002497711078922,10.173411450061549,11.662150816900716,10.895636226006427,4.277749650583605,1.602592353390845,5.841137821513003,3.8927476909862215,12.036640170381434,7.569244850423133,10.120175854099644
2021-01-24,572.0771294576892,291.5551528418816,1020.8628015859703,686.1659291704451,792.1400495667957,311.7871699622973,637.5162985276,682.3301861935453,355.24568325890044,560.9396504722209,739.1220476542593,96.6088137103596,403.2949477015585,411.8756322168917,502.7635443401776,274.0939865948186,596.5469466829086,686.8548475107416,569.0108629709739,387.9064994424774,410.8955249273626,696.8855456843058,244.55713572920314,233.2599006459996,603.2964075387355,305.01376146490026,356.08089666088614,414.8186791145257,518.0396243381365,564.0379252860141,627.0975964261066,444.48068965089664,736.3506792994278,651.2424685276849,196.9281089615131,533.2012607594132,753.2457095519346,222.25865942532013,463.7504821655894,176.88875998407218,769.601405267623,885.1031261675938,309.23941153758517,573.6732269106462,704.8291740865835,677.4440410189848,236.49684300753475,615.8383573394892,268.2994270006721,561.776301991809,381.7377504223934,501.8126222288923,19.31689008558431,3.4174247653937897,20.57858744689679,13.325678445083152,12.81520259837425,3.683844113410602,9.917053762331854,5.061361303736254,5.56652780035314,8.088109362466154,12.055656066448515,1.6647994007529334,5.59576736156771,7.81824716206365,7.7558804480789645,7.923754465035641,11.03309054322917,8.31369196959069,10.632557912562147,5.9514421832270505,7.006183399905859,10.176688663444489,7.409738619467566,4.914201088703255,14.52020235354,6.982915784452844,6.349040011783818,5.243390816651472,12.963165316487682,6.198796235796745,8.564490128158548,13.489757288607837,8.801179676784406,7.682187573195311,6.373684630834311,6.623997692600066,9.35058659767787,4.640267653347891,15.840172514264328,3.1982668703657,10.855600687584309,10.210594057356568,9.688963285772903,11.233318365337551,10.949831115667774,4.522829057648291,1.602592353390845,5.816032644629711,3.9021278059042612,12.475060838839035,7.60604830998759,10.120175854099644
2021-01-25,568.2749361603004,282.76748915944046,984.8085668316073,671.2070858715241,768.9428878031707,305.5854121956127,606.5230012138073,686.8780760606707,355.4481024516405,551.6409852676751,715.3269273936407,94.03594190919598,393.2625362176051,401.54900727031605,486.8910448185275,272.3960392094538,533.339596859698,673.5529403593964,579.3822164261466,395.0801127883314,395.2290844749593,690.6676096373947,231.81181312313055,230.90412383543568,596.0963071981372,295.93597094511154,345.0536166404195,410.6461216336693,502.01538957303273,549.5390459548283,617.5198426771519,429.52613548499045,730.0683186707344,642.3684522086479,191.58546155037254,511.45939379421856,714.9407968873161,211.43701332864387,455.91687800566433,181.7868050512756,751.598638909952,884.5898218467757,297.20894879108386,554.6686277767373,683.8532883835665,663.5190747084914,238.900731537621,629.5792574869455,268.2994270006721,540.3335456617916,374.59787926688875,452.5693275241878,19.15664439105835,3.4174247653937897,20.52952071478688,13.467692780199492,12.930899165773878,3.70865114447734,9.917053762331854,4.621242929498318,5.8701565894633125,8.064829442426161,12.297845585640562,1.6647994007529334,5.395918527226006,7.784426338002812,7.55429121618635,7.90111516656411,8.998098287478012,8.601473614691907,10.325258550927401,5.792028553319183,7.077072270731214,10.073056395995973,7.345368303275281,4.901535621979793,14.184197670978744,7.006192170401022,6.282208011659779,4.3941092055037,12.267467714529486,6.356392750266154,8.363445758952949,13.387562157633539,8.815866668318463,7.777533872862628,7.123529881520702,6.514005110988625,9.35058659767787,4.6572029367542696,15.683946790277218,3.04170835223591,10.990452870038771,10.071863159838136,9.688963285772903,11.557557536031654,10.989245580876029,4.478269165454712,1.7170632357759052,5.757453898568692,3.9021278059042612,12.15620944359714,7.655119589406865,10.120175854099644
